datetime,upper_band,middle_band,lower_band,open,high,low,close,volume
2023-04-28 14:56:00,168.46687,168.29804,168.12920,168.42500,168.48000,168.39000,168.45450,49665
2023-04-28 14:55:00,168.44183,168.28681,168.13180,168.37000,168.42999,168.34000,168.42999,52918
2023-04-28 14:54:00,168.42060,168.28004,168.13947,168.41000,168.41479,168.34000,168.38000,73210
2023-04-28 14:53:00,168.41873,168.27953,168.14034,168.42999,168.45000,168.39000,168.41000,72517
2023-04-28 14:52:00,168.41657,168.27907,168.14157,168.35010,168.42999,168.35001,168.42999,125258
2023-04-28 14:51:00,168.40052,168.27557,168.15062,168.27010,168.37000,168.27010,168.35001,65989
2023-04-28 14:50:00,168.39122,168.27079,168.15037,168.28000,168.30000,168.23000,168.28000,43226
2023-04-28 14:49:00,168.40426,168.27554,168.14683,168.22000,168.28999,168.22000,168.27000,54945
2023-04-28 14:48:00,168.40575,168.27679,168.14784,168.25000,168.28999,168.19501,168.22000,51742
2023-04-28 14:47:00,168.40586,168.27954,168.15323,168.30099,168.31000,168.20000,168.25000,56160
2023-04-28 14:46:00,168.40643,168.28082,168.15521,168.33501,168.35249,168.22000,168.30499,130954
2023-04-28 14:45:00,168.40972,168.28231,168.15490,168.25999,168.35001,168.22240,168.33501,109357
2023-04-28 14:44:00,168.41809,168.28481,168.15153,168.23000,168.28000,168.19000,168.26500,78494
2023-04-28 14:43:00,168.43540,168.29201,168.14862,168.20000,168.25920,168.19501,168.23500,42100
2023-04-28 14:42:00,168.43563,168.29459,168.15356,168.14000,168.30499,168.12000,168.19501,165426
2023-04-28 14:41:00,168.43354,168.30009,168.16665,168.21500,168.22000,168.14000,168.14000,87502
2023-04-28 14:40:00,168.42346,168.31059,168.19773,168.25999,168.27890,168.21500,168.22000,50955
2023-04-28 14:39:00,168.43082,168.31959,168.20836,168.25999,168.27991,168.21001,168.27000,50263
2023-04-28 14:38:00,168.43432,168.32414,168.21396,168.25999,168.30000,168.25281,168.25999,41172
2023-04-28 14:37:00,168.43876,168.33014,168.22153,168.23000,168.31000,168.22000,168.26120,90872
2023-04-28 14:36:00,168.43873,168.33458,168.23043,168.28999,168.30499,168.23000,168.23000,112412
2023-04-28 14:35:00,168.43233,168.33783,168.24333,168.36501,168.36501,168.27000,168.29449,40752
2023-04-28 14:34:00,168.43727,168.33511,168.23296,168.39999,168.41000,168.34000,168.37000,57014
2023-04-28 14:33:00,168.43404,168.33314,168.23224,168.36000,168.41000,168.33000,168.40070,57552
2023-04-28 14:32:00,168.42536,168.32730,168.22925,168.25000,168.37280,168.25000,168.36000,65961
2023-04-28 14:31:00,168.42272,168.32580,168.22888,168.37500,168.38000,168.19000,168.25450,107561
2023-04-28 14:30:00,168.42450,168.33158,168.23866,168.29500,168.39000,168.28000,168.37500,73443
2023-04-28 14:29:00,168.42153,168.33033,168.23912,168.28999,168.30000,168.25999,168.29500,46752
2023-04-28 14:28:00,168.44422,168.33858,168.23294,168.28000,168.32001,168.25000,168.27499,83709
2023-04-28 14:27:00,168.45699,168.34683,168.23666,168.33000,168.33771,168.27240,168.27550,46325
2023-04-28 14:26:00,168.46932,168.35555,168.24179,168.38000,168.38000,168.29671,168.33479,39239
2023-04-28 14:25:00,168.48277,168.36156,168.24036,168.40500,168.42000,168.37000,168.38499,47423
2023-04-28 14:24:00,168.48910,168.36406,168.23903,168.28419,168.40900,168.28000,168.40900,85174
2023-04-28 14:23:00,168.49442,168.36587,168.23731,168.30000,168.30659,168.25000,168.28670,54834
2023-04-28 14:22:00,168.49945,168.37316,168.24687,168.35001,168.36000,168.28999,168.30499,36059
2023-04-28 14:21:00,168.52005,168.38366,168.24726,168.39500,168.40500,168.30499,168.35001,60699
2023-04-28 14:20:00,168.52673,168.38854,168.25034,168.37000,168.42500,168.33000,168.39999,61784
2023-04-28 14:19:00,168.52536,168.38704,168.24872,168.36501,168.38000,168.33000,168.36099,78633
2023-04-28 14:18:00,168.52530,168.38649,168.24767,168.34000,168.42000,168.31000,168.38000,96970
2023-04-28 14:17:00,168.52485,168.38424,168.24363,168.29770,168.38000,168.28500,168.35001,59150
2023-04-28 14:16:00,168.52540,168.38274,168.24007,168.25000,168.31000,168.22000,168.29500,89899
2023-04-28 14:15:00,168.53117,168.37999,168.22880,168.33000,168.33000,168.24001,168.24010,84622
2023-04-28 14:14:00,168.53825,168.37773,168.21721,168.28450,168.37000,168.28000,168.33051,61006
2023-04-28 14:13:00,168.54014,168.37521,168.21028,168.32500,168.34000,168.24001,168.28400,79523
2023-04-28 14:12:00,168.53879,168.37676,168.21473,168.37000,168.39999,168.30000,168.33000,71196
2023-04-28 14:11:00,168.53986,168.37926,168.21866,168.34500,168.42500,168.34500,168.37000,56445
2023-04-28 14:10:00,168.53927,168.37726,168.21526,168.45000,168.45990,168.25000,168.35001,159636
2023-04-28 14:09:00,168.54028,168.37876,168.21724,168.44000,168.49001,168.42000,168.46001,38388
2023-04-28 14:08:00,168.53124,168.37076,168.21028,168.45000,168.47000,168.41000,168.44000,47127
2023-04-28 14:07:00,168.52404,168.36335,168.20266,168.45500,168.50999,168.44000,168.45000,62071
2023-04-28 14:06:00,168.51350,168.35635,168.19921,168.42999,168.47000,168.42999,168.45500,39025
2023-04-28 14:05:00,168.50224,168.34660,168.19096,168.45000,168.48000,168.40010,168.43500,40636
2023-04-28 14:04:00,168.49171,168.34135,168.19100,168.44000,168.46001,168.39999,168.44501,50337
2023-04-28 14:03:00,168.48902,168.34060,168.19219,168.51500,168.51500,168.41499,168.43250,60003
2023-04-28 14:02:00,168.49634,168.34248,168.18862,168.45000,168.52000,168.42999,168.51500,105268
2023-04-28 14:01:00,168.47674,168.33823,168.19973,168.37000,168.46500,168.36099,168.44760,54064
2023-04-28 14:00:00,168.46979,168.33635,168.20291,168.34500,168.39500,168.32001,168.37000,87585
2023-04-28 13:59:00,168.48423,168.34085,168.19747,168.34000,168.36000,168.32001,168.35001,48673
2023-04-28 13:58:00,168.49676,168.34581,168.19486,168.33501,168.38000,168.32001,168.33501,43897
2023-04-28 13:57:00,168.50904,168.35156,168.19407,168.24500,168.33501,168.21001,168.32001,59041
2023-04-28 13:56:00,168.51002,168.34905,168.18808,168.19000,168.25011,168.14999,168.24001,71982
2023-04-28 13:55:00,168.51031,168.35655,168.20279,168.28000,168.28000,168.18240,168.19501,98482
2023-04-28 13:54:00,168.53990,168.37580,168.21170,168.32001,168.32330,168.22000,168.28011,87525
2023-04-28 13:53:00,168.57516,168.39155,168.20793,168.37500,168.37500,168.28999,168.31500,55627
2023-04-28 13:52:00,168.62310,168.40886,168.19462,168.33000,168.40010,168.33000,168.38000,45560
2023-04-28 13:51:00,168.66263,168.42283,168.18303,168.36420,168.42999,168.32001,168.33000,120935
2023-04-28 13:50:00,168.70426,168.44108,168.17790,168.31000,168.38000,168.28000,168.38000,58089
2023-04-28 13:49:00,168.75079,168.45908,168.16737,168.30499,168.32539,168.27000,168.30000,71914
2023-04-28 13:48:00,168.79196,168.48208,168.17220,168.31000,168.35001,168.29179,168.29179,39945
2023-04-28 13:47:00,168.83195,168.50710,168.18226,168.25000,168.32001,168.23000,168.31000,110047
2023-04-28 13:46:00,168.85903,168.52960,168.20018,168.34500,168.35001,168.25000,168.25999,77585
2023-04-28 13:45:00,168.86984,168.55335,168.23687,168.42000,168.42999,168.33000,168.33000,73981
2023-04-28 13:44:00,168.87214,168.56985,168.26757,168.47000,168.47000,168.39999,168.42999,70058
2023-04-28 13:43:00,168.88325,168.58324,168.28322,168.47000,168.50000,168.45500,168.47000,91339
2023-04-28 13:42:00,168.88890,168.59223,168.29557,168.42000,168.47000,168.41010,168.43010,35027
2023-04-28 13:41:00,168.89399,168.60473,168.31547,168.46460,168.50999,168.40500,168.41000,105271
2023-04-28 13:40:00,168.89480,168.61823,168.34166,168.45110,168.48000,168.41000,168.46001,60700
2023-04-28 13:39:00,168.90062,168.63098,168.36134,168.46001,168.49001,168.39999,168.44910,67910
2023-04-28 13:38:00,168.91103,168.64752,168.38401,168.25999,168.46001,168.25000,168.45000,92785
2023-04-28 13:37:00,168.91783,168.66427,168.41072,168.39999,168.42999,168.25999,168.26990,148965
2023-04-28 13:36:00,168.87890,168.69178,168.50466,168.57500,168.57500,168.39000,168.39000,167102
2023-04-28 13:35:00,168.85047,168.71378,168.57709,168.59250,168.62790,168.57010,168.58000,49887
2023-04-28 13:34:00,168.84610,168.72278,168.59946,168.66071,168.66071,168.53999,168.59500,95532
2023-04-28 13:33:00,168.84418,168.73253,168.62089,168.64999,168.67999,168.59000,168.66130,56494
2023-04-28 13:32:00,168.84503,168.73763,168.63023,168.69321,168.70810,168.64999,168.65939,68377
2023-04-28 13:31:00,168.85884,168.74716,168.63548,168.73990,168.74500,168.67999,168.69501,63519
2023-04-28 13:30:00,168.86678,168.75343,168.64009,168.75999,168.76230,168.70500,168.74001,41590
2023-04-28 13:29:00,168.86660,168.75293,168.63927,168.78999,168.82001,168.75000,168.75999,42329
2023-04-28 13:28:00,168.86548,168.75068,168.63589,168.75999,168.82001,168.75999,168.79230,55214
2023-04-28 13:27:00,168.86647,168.75107,168.63567,168.74001,168.78999,168.73030,168.75999,35711
2023-04-28 13:26:00,168.86721,168.75157,168.63593,168.67999,168.76500,168.65430,168.73500,35772
2023-04-28 13:25:00,168.86825,168.75282,168.63739,168.69550,168.70500,168.64000,168.66000,61637
2023-04-28 13:24:00,168.86429,168.75632,168.64835,168.66000,168.69760,168.59000,168.69760,79955
2023-04-28 13:23:00,168.86409,168.75650,168.64891,168.67999,168.70000,168.62000,168.64999,68295
2023-04-28 13:22:00,168.87104,168.75450,168.63795,168.68500,168.70000,168.64999,168.67999,59819
2023-04-28 13:21:00,168.89151,168.74805,168.60460,168.72000,168.75000,168.67000,168.67999,125625
2023-04-28 13:20:00,168.89488,168.74575,168.59662,168.77499,168.78000,168.70000,168.71500,122458
2023-04-28 13:19:00,168.89762,168.74870,168.59979,168.78999,168.81990,168.75000,168.78000,41517
2023-04-28 13:18:00,168.90460,168.75147,168.59834,168.82001,168.82001,168.77000,168.78500,32297
2023-04-28 13:17:00,168.91158,168.75422,168.59686,168.83000,168.83549,168.78889,168.82010,43898
2023-04-28 13:16:00,168.90613,168.75155,168.59697,168.77170,168.84000,168.76300,168.83000,61902
2023-04-28 13:15:00,168.89711,168.74661,168.59611,168.78000,168.78000,168.72009,168.75999,47891
2023-04-28 13:14:00,168.89970,168.74811,168.59651,168.77010,168.80000,168.74001,168.78999,60903
2023-04-28 13:13:00,168.89538,168.74452,168.59367,168.86000,168.89000,168.75011,168.76320,96330
2023-04-28 13:12:00,168.89318,168.74186,168.59055,168.82800,168.89000,168.82001,168.85001,101923
2023-04-28 13:11:00,168.87819,168.73411,168.59004,168.74001,168.82050,168.73000,168.82050,52215
2023-04-28 13:10:00,168.86838,168.72558,168.58278,168.71001,168.73000,168.67000,168.73000,36566
2023-04-28 13:09:00,168.86730,168.72408,168.58087,168.78999,168.78999,168.70000,168.71500,65353
2023-04-28 13:08:00,168.86723,168.72133,168.57544,168.78999,168.80000,168.77000,168.80000,44234
2023-04-28 13:07:00,168.86293,168.71072,168.55851,168.75999,168.80000,168.75999,168.77000,28323
2023-04-28 13:06:00,168.86204,168.70072,168.53940,168.73000,168.78999,168.73000,168.75999,46820
2023-04-28 13:05:00,168.87187,168.68672,168.50157,168.70171,168.79500,168.67000,168.73000,69618
2023-04-28 13:04:00,168.87013,168.67822,168.48631,168.60500,168.72000,168.59000,168.70120,64921
2023-04-28 13:03:00,168.86800,168.67266,168.47732,168.55000,168.61501,168.50999,168.61000,95043
2023-04-28 13:02:00,168.86885,168.67116,168.47347,168.63000,168.63000,168.53000,168.55110,97808
2023-04-28 13:01:00,168.86970,168.67060,168.47151,168.77000,168.77000,168.63000,168.63390,127163
2023-04-28 13:00:00,168.87413,168.66491,168.45569,168.83000,168.85001,168.77000,168.77409,65776
2023-04-28 12:59:00,168.87465,168.64751,168.42036,168.84000,168.85001,168.80499,168.83530,62291
2023-04-28 12:58:00,168.86626,168.62374,168.38123,168.75999,168.84900,168.75999,168.84000,75295
2023-04-28 12:57:00,168.84346,168.60099,168.35852,168.73500,168.78000,168.71001,168.76669,58048
2023-04-28 12:56:00,168.82300,168.58566,168.34831,168.78999,168.79880,168.72000,168.73120,55572
2023-04-28 12:55:00,168.80666,168.57110,168.33553,168.71620,168.81000,168.71001,168.78999,76327
2023-04-28 12:54:00,168.77148,168.55560,168.33971,168.70000,168.73000,168.68140,168.71831,41974
2023-04-28 12:53:00,168.75065,168.54793,168.34521,168.69859,168.72000,168.68851,168.71001,49974
2023-04-28 12:52:00,168.73661,168.54393,168.35125,168.64999,168.70000,168.62010,168.69501,68668
2023-04-28 12:51:00,168.73360,168.54318,168.35276,168.69501,168.73000,168.64000,168.64990,100423
2023-04-28 12:50:00,168.74285,168.54568,168.34852,168.67000,168.70000,168.64000,168.70000,55303
2023-04-28 12:49:00,168.75638,168.54863,168.34087,168.60001,168.67999,168.59750,168.66000,136327
2023-04-28 12:48:00,168.75799,168.54912,168.34026,168.56000,168.60001,168.55000,168.58771,40230
2023-04-28 12:47:00,168.75660,168.54824,168.33988,168.48000,168.59000,168.46001,168.57001,59468
2023-04-28 12:46:00,168.75384,168.54424,168.33464,168.56000,168.57500,168.47099,168.48000,80112
2023-04-28 12:45:00,168.75384,168.54424,168.33464,168.58501,168.60001,168.53999,168.56000,34257
2023-04-28 12:44:00,168.75744,168.53474,168.31204,168.58890,168.63000,168.57170,168.59000,41442
2023-04-28 12:43:00,168.75174,168.52974,168.30774,168.55000,168.61000,168.54500,168.58000,81077
2023-04-28 12:42:00,168.74685,168.52574,168.30463,168.51500,168.55119,168.50990,168.53999,57962
2023-04-28 12:41:00,168.74487,168.52067,168.29646,168.42999,168.52000,168.42210,168.52000,82252
2023-04-28 12:40:00,168.74487,168.52067,168.29646,168.35001,168.44000,168.33000,168.42599,65728
2023-04-28 12:39:00,168.74418,168.52237,168.30055,168.38000,168.39999,168.33000,168.36000,94223
2023-04-28 12:38:00,168.73899,168.52987,168.32074,168.45500,168.45889,168.36501,168.38499,65040
2023-04-28 12:37:00,168.73590,168.53762,168.33933,168.45000,168.50000,168.42999,168.46001,52067
2023-04-28 12:36:00,168.74824,168.54726,168.34627,168.47000,168.48000,168.42999,168.44000,59706
2023-04-28 12:35:00,168.75716,168.55776,168.35835,168.56000,168.56500,168.45000,168.48000,69588
2023-04-28 12:34:00,168.79574,168.57376,168.35178,168.62000,168.62840,168.53000,168.56500,54482
2023-04-28 12:33:00,168.84171,168.58826,168.33481,168.67999,168.67999,168.59000,168.63000,55450
2023-04-28 12:32:00,168.87502,168.59884,168.32266,168.70860,168.75999,168.64999,168.67999,81308
2023-04-28 12:31:00,168.89371,168.60509,168.31647,168.75999,168.75999,168.69000,168.70000,44343
2023-04-28 12:30:00,168.91051,168.61067,168.31082,168.66200,168.75880,168.64999,168.75880,75691
2023-04-28 12:29:00,168.92355,168.61448,168.30541,168.57001,168.67000,168.55009,168.67000,54750
2023-04-28 12:28:00,168.94488,168.62248,168.30008,168.50000,168.58459,168.49500,168.57001,80320
2023-04-28 12:27:00,168.98659,168.64007,168.29355,168.49001,168.50000,168.42000,168.49001,55171
2023-04-28 12:26:00,169.02834,168.66332,168.29829,168.37000,168.48000,168.36501,168.48000,55108
2023-04-28 12:25:00,169.05305,168.68432,168.31559,168.49001,168.52000,168.36000,168.37000,71622
2023-04-28 12:24:00,169.05731,168.70957,168.36183,168.50000,168.53000,168.46001,168.49001,53827
2023-04-28 12:23:00,169.05747,168.72382,168.39017,168.42999,168.52000,168.42999,168.50000,147529
2023-04-28 12:22:00,169.05378,168.73627,168.41876,168.52000,168.53000,168.42500,168.43851,82298
2023-04-28 12:21:00,169.03822,168.75159,168.46496,168.45500,168.53999,168.45500,168.52000,91060
2023-04-28 12:20:00,169.03089,168.76459,168.49829,168.51550,168.51550,168.36000,168.46001,132067
2023-04-28 12:19:00,169.01079,168.78309,168.55539,168.53850,168.57570,168.50940,168.50999,47940
2023-04-28 12:18:00,168.98641,168.79559,168.60477,168.66000,168.66000,168.52000,168.53999,68859
2023-04-28 12:17:00,168.96075,168.80999,168.65924,168.65131,168.70000,168.59000,168.65280,101443
2023-04-28 12:16:00,168.95655,168.81145,168.66636,168.80000,168.80499,168.62000,168.64999,93798
2023-04-28 12:15:00,168.95924,168.81070,168.66216,168.86909,168.89000,168.80009,168.80009,36862
2023-04-28 12:14:00,168.97037,168.80220,168.63402,168.85001,168.89999,168.83040,168.85500,39784
2023-04-28 12:13:00,168.97456,168.79036,168.60617,168.83000,168.84309,168.83000,168.84160,71625
2023-04-28 12:12:00,168.97089,168.78230,168.59371,168.81500,168.83990,168.80000,168.80499,40824
2023-04-28 12:11:00,168.96816,168.77855,168.58893,168.84000,168.84000,168.77859,168.81160,84056
2023-04-28 12:10:00,168.96521,168.77249,168.57976,168.83000,168.88100,168.82001,168.83501,44293
2023-04-28 12:09:00,168.95879,168.76549,168.57219,168.92050,168.92500,168.81000,168.83000,67782
2023-04-28 12:08:00,168.95208,168.75849,168.56490,168.96001,168.97000,168.88499,168.92180,55519
2023-04-28 12:07:00,168.93603,168.74083,168.54564,168.91000,168.97000,168.87000,168.95500,59532
2023-04-28 12:06:00,168.90140,168.72283,168.54427,168.88000,168.96001,168.86000,168.89999,104221
2023-04-28 12:05:00,168.87614,168.70683,168.53753,168.77000,168.88000,168.75999,168.87500,88827
2023-04-28 12:04:00,168.85784,168.68933,168.52082,168.74500,168.78000,168.71001,168.77499,60627
2023-04-28 12:03:00,168.85124,168.67858,168.50592,168.74001,168.76500,168.69000,168.74899,44838
2023-04-28 12:02:00,168.86123,168.66314,168.46504,168.78000,168.78000,168.70000,168.74500,43894
2023-04-28 12:01:00,168.87246,168.64539,168.41832,168.83000,168.83501,168.75999,168.78000,60146
2023-04-28 12:00:00,168.88234,168.62209,168.36184,168.77000,168.83501,168.74091,168.83000,57812
2023-04-28 11:59:00,168.88380,168.59259,168.30138,168.82840,168.83000,168.75000,168.75999,53532
2023-04-28 11:58:00,168.88086,168.56797,168.25508,168.68500,168.83000,168.68500,168.82800,172537
2023-04-28 11:57:00,168.84405,168.54607,168.24809,168.63499,168.69000,168.63000,168.68201,50079
2023-04-28 11:56:00,168.82999,168.53147,168.23295,168.64000,168.67000,168.59000,168.63499,50757
2023-04-28 11:55:00,168.81896,168.52097,168.22298,168.61000,168.64999,168.57001,168.63000,56166
2023-04-28 11:54:00,168.80777,168.51372,168.21967,168.69000,168.69000,168.61000,168.61830,67972
2023-04-28 11:53:00,168.80028,168.50983,168.21938,168.71330,168.73770,168.67999,168.68030,43995
2023-04-28 11:52:00,168.78007,168.50031,168.22055,168.69000,168.73000,168.66000,168.73000,49891
2023-04-28 11:51:00,168.75186,168.49131,168.23076,168.69000,168.70000,168.64999,168.69040,145790
2023-04-28 11:50:00,168.72781,168.48304,168.23827,168.69000,168.70000,168.63000,168.69501,74195
2023-04-28 11:49:00,168.69754,168.47278,168.24803,168.57001,168.70000,168.53999,168.69000,109343
2023-04-28 11:48:00,168.66763,168.45278,168.23794,168.60001,168.61000,168.55009,168.56870,43109
2023-04-28 11:47:00,168.65458,168.44141,168.22824,168.59000,168.60831,168.54910,168.59500,43092
2023-04-28 11:46:00,168.64178,168.42366,168.20554,168.52499,168.61000,168.52499,168.58000,59924
2023-04-28 11:45:00,168.62451,168.40766,168.19082,168.56000,168.56010,168.50999,168.52499,75184
2023-04-28 11:44:00,168.61204,168.39541,168.17879,168.44000,168.56000,168.43010,168.56000,83716
2023-04-28 11:43:00,168.58879,168.38270,168.17662,168.39500,168.46001,168.38010,168.44009,51463
2023-04-28 11:42:00,168.58382,168.37942,168.17501,168.32001,168.39999,168.32001,168.39000,44322
2023-04-28 11:41:00,168.58203,168.37518,168.16832,168.24001,168.34010,168.23500,168.31400,110658
2023-04-28 11:40:00,168.58258,168.37748,168.17238,168.26500,168.26500,168.20000,168.24001,77396
2023-04-28 11:39:00,168.57884,168.38098,168.18312,168.39500,168.39500,168.25999,168.26759,85648
2023-04-28 11:38:00,168.57667,168.38510,168.19353,168.39999,168.40500,168.36000,168.39000,34944
2023-04-28 11:37:00,168.57774,168.37860,168.17946,168.42000,168.45000,168.35001,168.39000,68728
2023-04-28 11:36:00,168.58531,168.36800,168.15070,168.49100,168.50000,168.39999,168.42500,104427
2023-04-28 11:35:00,168.57964,168.36075,168.14187,168.53999,168.55000,168.48000,168.48500,66539
2023-04-28 11:34:00,168.56616,168.34800,168.12985,168.48351,168.55000,168.46001,168.54050,49518
2023-04-28 11:33:00,168.54168,168.32962,168.11756,168.55310,168.55310,168.45000,168.48990,58579
2023-04-28 11:32:00,168.52194,168.31437,168.10681,168.52000,168.56000,168.49001,168.55000,74476
2023-04-28 11:31:00,168.48125,168.29562,168.10999,168.47200,168.57890,168.47200,168.52499,123270
2023-04-28 11:30:00,168.43554,168.28213,168.12871,168.30000,168.49001,168.29500,168.48990,121163
2023-04-28 11:29:00,168.39134,168.27113,168.15093,168.34000,168.35001,168.25011,168.28999,41019
2023-04-28 11:28:00,168.39733,168.27363,168.14993,168.23500,168.36880,168.22501,168.34129,66422
2023-04-28 11:27:00,168.39712,168.27357,168.15001,168.25999,168.27960,168.17999,168.24001,67519
